source,target,link_type,weight,source_type,source_country,target_type,target_country
Elizabeth Welch,341411,membership,0.8198022,person,Country_712875,organization,
Elizabeth Welch,Ocean Fisheries Llc,membership,0.87356156,person,Country_712875,,
da0a7bbb-5bd1-42aa-bcc0-b8923d5c15d4,Elizabeth Welch,membership,0.9060049,location,,person,Country_712875
da0a7bbb-5bd1-42aa-bcc0-b8923d5c15d4,Jason Huff,membership,0.9168633,location,,person,Country_271835
967900443,Eugene Ochoa,family_relationship,0.8439235,organization,,person,Country_271835
967900443,47679,partnership,0.93514323,organization,,organization,
967900443,175,family_relationship,0.8450796,organization,,organization,
967900443,95,family_relationship,0.84442157,organization,,organization,
967900443,621,partnership,0.80273694,organization,,political_organization,
967900443,europeansting,membership,0.83508503,organization,,,
967900443,Jammu & Kashmir Ltd Family,membership,0.85337013,organization,,company,Country_271835
967900443,âŠ,ownership,0.9086017,organization,,event,
967900443,âIllegal,partnership,0.86137646,organization,,,
967900443,99233,membership,0.8961464,organization,,organization,
967900443,Anne Anderson,membership,0.8154257,organization,,person,Country_271835
967900443,Mar del Oeste Pic,membership,1.6560508999999999,organization,,company,Vesperlandia
1,Lisa Jimenez,membership,0.81671745,organization,,person,Country_271835
1,âfirst,partnership,0.931531,organization,,event,
1,26978247,membership,0.86627465,organization,,organization,
1,April,family_relationship,0.8518749,organization,,event,
1,Amanda Mckenzie,ownership,0.86264503,organization,,person,Oceanus
445a6124-4650-4e5a-83bb-a0e0b4040ee9,341411,membership,0.815024,location,,organization,
Martha Robbins,Don Hopkins,family_relationship,0.90730536,person,Country_271835,person,Country_271835
Martha Robbins,Joseph Gray,family_relationship,0.9240868,person,Country_271835,person,Country_271835
Don Hopkins,Joseph Gray,family_relationship,0.91885173,person,Country_271835,person,Country_271835
4,4975,partnership,0.8298954,organization,,organization,
4,7282284,partnership,0.8600049,organization,,organization,
4,1,partnership,0.89161706,organization,,organization,
4,77b46bc7-7e31-41a0-973c-e633011d21b0,partnership,0.87574035,organization,,location,
4,7,partnership,0.87102747,organization,,organization,
4,35,ownership,0.874328,organization,,organization,
4,Faroe Islands Shrimp Shark,partnership,0.89158314,organization,,company,Rio Isla
4,6406040,partnership,0.916578,organization,,political_organization,
4,290834957,membership,0.931029,organization,,organization,
4,Jamie Knox,ownership,0.8132084,organization,,person,Country_271835
4,262157542,partnership,0.895031,organization,,organization,
4,46194,partnership,0.8671358,organization,,organization,
4,80191,family_relationship,0.8069837,organization,,organization,
4,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,membership,0.9066468,organization,,,
4,PC,partnership,0.84417665,organization,,vessel,
4,7892,partnership,0.80577874,organization,,organization,
4,39,partnership,0.8432517,organization,,organization,
4,7298083,partnership,0.8011801,organization,,organization,
4,3506021,partnership,0.8662459,organization,,organization,
4,235866056,family_relationship,0.83208364,organization,,organization,
4,172114,family_relationship,0.81055665,organization,,organization,
4,Irish Sea Seaside GmbH & Co. KG Distribution,family_relationship,0.90906084,organization,,,
4,Uttar Pradesh Sp,family_relationship,0.8237005,organization,,,
4,185040354,partnership,0.8764374,organization,,organization,
4,47679,ownership,0.84244597,organization,,organization,
4,662bfccd-798d-4e60-b308-2cb2918e3dd2,ownership,0.8665408,organization,,location,
4,33560,ownership,0.8409804,organization,,organization,
4,e69d4cb2-8bec-4496-8518-7426c6b9da65,membership,0.8256399,organization,,location,
4,Christopher Cunningham,family_relationship,0.8264122,organization,,person,Oceanus
4,979893388,family_relationship,0.8639725,organization,,organization,
4,341411,family_relationship,1.7186472,organization,,organization,
4975,7282284,partnership,0.8146135,organization,,organization,
4975,1,partnership,0.8612012,organization,,organization,
4975,23,membership,0.80752105,organization,,organization,
4975,Amanda Mckenzie,membership,0.8336387,organization,,person,Oceanus
4975,Ocean Fisheries Llc,ownership,0.8600695,organization,,,
7282284,1,partnership,0.8281635,organization,,organization,
0,7775,family_relationship,0.9627352,organization,,organization,
0,Sean Vasquez,family_relationship,0.96630234,organization,,person,Country_271835
0,196159,family_relationship,0.9068577,organization,,organization,
0,755,family_relationship,0.97251624,organization,,organization,
0,Ancla del Mar Ltd. Corporation,family_relationship,0.9256628,organization,,,
0,Mrs. Jessica Meyer,ownership,0.8890874,organization,,person,Country_271835
0,IMPORT,ownership,0.801551,organization,,,
Sean Vasquez,755,family_relationship,0.92493814,person,Country_271835,organization,
196159,755,family_relationship,0.92065895,organization,,organization,
196159,9067,family_relationship,0.832814,organization,,organization,
196159,750975,family_relationship,0.829314,organization,,organization,
196159,3404599,family_relationship,0.88874686,organization,,organization,
196159,7775,family_relationship,0.9389447,organization,,organization,
196159,44956,family_relationship,0.8385527,organization,,organization,
196159,Timothy Reeves,family_relationship,0.93222636,organization,,person,Country_271835
196159,7845,membership,0.9044347,organization,,political_organization,
196159,3,family_relationship,0.828081,organization,,political_organization,
196159,766649,family_relationship,0.8368503,organization,,political_organization,
196159,21323516,family_relationship,0.81705207,organization,,organization,
196159,2262,family_relationship,0.86597633,organization,,organization,
196159,8787,partnership,0.86463815,organization,,organization,
196159,34731154,partnership,0.91904044,organization,,organization,
196159,493641959,ownership,0.84459895,organization,,organization,
196159,Laura Ballard,family_relationship,0.90613616,organization,,person,Country_271835
196159,b8567859-bf54-49fd-8332-5775e19c65af,family_relationship,0.8195724,organization,,location,
196159,979893388,family_relationship,0.8560038,organization,,organization,
196159,903311212,partnership,0.88028204,organization,,organization,
755,Ancla del Mar Ltd. Corporation,family_relationship,0.87999827,organization,,,
755,95,family_relationship,0.90208447,organization,,organization,
755,185040354,family_relationship,0.932442,organization,,organization,
755,png xi  Line,partnership,0.8579354,organization,,company,Country_628643
860067396,664738735,family_relationship,0.8316,organization,,organization,
664738735,2262,ownership,0.9414899,organization,,organization,
664738735,5848,ownership,0.9266041,organization,,organization,
664738735,l y S.A. de C.V. International,family_relationship,0.84260094,organization,,,
664738735,ipoa-iuu,membership,0.92508644,organization,,,
290834957,Timothy Reeves,family_relationship,0.8992294,organization,,person,Country_271835
290834957,457009514,family_relationship,0.82103306,organization,,organization,
290834957,99575926,membership,0.88495195,organization,,organization,
290834957,341411,membership,0.8159694,organization,,organization,
290834957,341411,family_relationship,0.8443837,organization,,organization,
290834957,72371354,membership,0.9234728,organization,,political_organization,
290834957,6043477,partnership,0.8879697,organization,,organization,
290834957,Faroe Islands Shrimp Shark,family_relationship,0.80467075,organization,,company,Rio Isla
290834957,86597,membership,0.80859077,organization,,organization,
290834957,526269,membership,0.92531055,organization,,organization,
290834957,610,partnership,0.8900971,organization,,organization,
290834957,Andrea Peters,partnership,0.88013136,organization,,person,Country_271835
290834957,767368152,partnership,0.86571074,organization,,organization,
290834957,c9b9c344-98ec-40b8-af05-8528e5d82534,partnership,0.83352184,organization,,location,
290834957,5415,partnership,0.8343056,organization,,organization,
290834957,9473,partnership,0.8056812,organization,,organization,
290834957,e3431d4d-79df-4da9-b8cb-a4d05a8aa474,family_relationship,0.8979618,organization,,location,
290834957,39c767d3-a9b4-41f4-8a5d-e14b6c20a2d2,family_relationship,0.8468569,organization,,location,
290834957,Sarah Sandoval,family_relationship,0.8766986,organization,,person,Country_271835
290834957,Raymond Howell,family_relationship,0.8608418,organization,,person,Country_271835
Timothy Reeves,7845,membership,0.8689701,person,Country_271835,political_organization,
Timothy Reeves,3404599,membership,0.8495383,person,Country_271835,organization,
Timothy Reeves,faf.20363,partnership,0.9356132,person,Country_271835,,
457009514,Kristin Graham,membership,0.83086324,organization,,person,Country_271835
457009514,99575926,partnership,0.920394,organization,,organization,
6043477,Timothy Reeves,family_relationship,0.8926999,organization,,person,Country_271835
6043477,457009514,membership,0.8174395,organization,,organization,
Jason Cameron,526269,membership,0.88252336,person,Oceanus,organization,
Jason Cameron,HMS Medway,partnership,0.8376872,person,Oceanus,vessel,
Jason Cameron,Kevin Moreno,family_relationship,0.8538258,person,Oceanus,person,Country_271835
Jason Cameron,SeaSpray Wave SRL Solutions,ownership,0.8178406,person,Oceanus,,
77b46bc7-7e31-41a0-973c-e633011d21b0,7,partnership,0.84074324,location,,organization,
77b46bc7-7e31-41a0-973c-e633011d21b0,35,ownership,0.8535429,location,,organization,
77b46bc7-7e31-41a0-973c-e633011d21b0,Faroe Islands Shrimp Shark,partnership,0.86291546,location,,company,Rio Isla
77b46bc7-7e31-41a0-973c-e633011d21b0,6406040,partnership,0.89794284,location,,political_organization,
77b46bc7-7e31-41a0-973c-e633011d21b0,290834957,membership,0.91630006,location,,organization,
77b46bc7-7e31-41a0-973c-e633011d21b0,e40c01a4-8ed5-400f-857d-31e7bd263e35,family_relationship,0.805334,location,,location,
77b46bc7-7e31-41a0-973c-e633011d21b0,âencounteredâ,membership,0.85309917,location,,,
77b46bc7-7e31-41a0-973c-e633011d21b0,43685541,partnership,0.9075945,location,,organization,
77b46bc7-7e31-41a0-973c-e633011d21b0,79538,partnership,0.8632582,location,,organization,
77b46bc7-7e31-41a0-973c-e633011d21b0,Amanda Mckenzie,partnership,0.91257226,location,,person,Oceanus
77b46bc7-7e31-41a0-973c-e633011d21b0,Danielle Camacho,partnership,0.9079977,location,,person,Country_271835
77b46bc7-7e31-41a0-973c-e633011d21b0,âHe,partnership,0.9206723,location,,event,
77b46bc7-7e31-41a0-973c-e633011d21b0,Wesley Vasquez,ownership,0.8289663,location,,person,Country_271835
77b46bc7-7e31-41a0-973c-e633011d21b0,Kelly Mccarthy,partnership,0.8736513,location,,person,Country_271835
7,77b46bc7-7e31-41a0-973c-e633011d21b0,family_relationship,0.93070984,organization,,location,
7,35,ownership,0.8390882,organization,,organization,
7,Faroe Islands Shrimp Shark,family_relationship,0.84499395,organization,,company,Rio Isla
7,6406040,partnership,0.88598406,organization,,political_organization,
7,290834957,family_relationship,0.9075654,organization,,organization,
35,Faroe Islands Shrimp Shark,partnership,0.88567287,organization,,company,Rio Isla
35,6406040,partnership,0.91349626,organization,,political_organization,
35,290834957,family_relationship,0.9180974,organization,,organization,
35,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,membership,0.9219533,organization,,,
35,3896,ownership,0.6974,organization,,organization,
6406040,290834957,membership,0.8922631,political_organization,,organization,
6406040,Kayla Reynolds,membership,0.9081499,political_organization,,person,Country_271835
6406040,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,membership,0.89024824,political_organization,,,
6406040,yearsâthat,family_relationship,0.950393,political_organization,,event,
6406040,950574,ownership,0.80103207,political_organization,,political_organization,
6406040,7298083,ownership,0.8259875,political_organization,,organization,
6406040,âfirst,partnership,0.911454,political_organization,,event,
6406040,99661834,membership,0.8432977,political_organization,,organization,
6406040,b8567859-bf54-49fd-8332-5775e19c65af,membership,0.8757013,political_organization,,location,
99575926,457009514,membership,0.88491946,organization,,organization,
55,766649,family_relationship,0.8476057,organization,,political_organization,
55,888,family_relationship,0.86192167,organization,,political_organization,
55,b8567859-bf54-49fd-8332-5775e19c65af,family_relationship,0.82193726,organization,,location,
55,png xi  Line,membership,0.8205434,organization,,company,Country_628643
766649,3404599,family_relationship,0.80230343,political_organization,,organization,
766649,8814,membership,0.9111117,political_organization,,organization,
766649,25851337,membership,0.85703593,political_organization,,organization,
766649,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c,membership,0.8559479,political_organization,,location,
955425,55,family_relationship,0.8179646,organization,,organization,
955425,888,family_relationship,0.817458,organization,,political_organization,
132,55,ownership,0.84608585,organization,,organization,
132,938816,partnership,0.9136274,organization,,organization,
132,ðªðª,partnership,0.9083334,organization,,,
132,5469,partnership,0.9261072,organization,,organization,
132,SeaSpray Wave SRL Solutions,partnership,0.8725349,organization,,,
8701038,766649,membership,0.82255626,organization,,political_organization,
8701038,91dcf36d-dba8-41e8-a4cc-912981a27296,family_relationship,0.83121526,organization,,location,
8701038,526269,family_relationship,0.8985173,organization,,organization,
9067,750975,family_relationship,0.83220243,organization,,organization,
9067,3404599,family_relationship,0.89366233,organization,,organization,
9067,7775,family_relationship,0.94199437,organization,,organization,
9067,26431,membership,0.8255833,organization,,organization,
9067,Fishing International,membership,0.8786979,organization,,,
9067,7539428,membership,0.8104566,organization,,organization,
9067,76609426,ownership,0.8262234,organization,,organization,
9067,âVirginia,membership,0.9531976,organization,,,
9067,Launch Loversâ,ownership,0.91087276,organization,,,
9067,Wendy Crane,membership,0.8335196,organization,,person,Country_913963
9067,Andrea Gibson,family_relationship,0.86384934,organization,,person,Oceanus
9067,d5cbeea1-73ac-4d86-adeb-b609629b12bf,family_relationship,0.8405013,organization,,location,
9067,Electronic,ownership,0.8155731,organization,,,
9067,940161722,membership,0.8507884,organization,,organization,
9067,43797101,partnership,0.8365887,organization,,organization,
